,Name,Spacegroup,Volume,Band_gap
713,YbIr,Pm-3m,37.344,0
714,Ga,C2/c,37.106,0
715,PtC,Fm-3m,22.376,0
716,GdAg,Pm-3m,48.838,0
717,DyZn,Pm-3m,45.156,0
718,NaCl,Fm-3m,44.553,5.246
719,GaBi,F-43m,66.626,0
720,GaAs,Pmm2,39.231,0
721,NbC,Fm-3m,22.796,0
722,TaN,F-43m,26.720,0
723,GeTe,Fm-3m,54.617,0.629
724,UAs,Pm-3m,43.195,0
725,GdZn,Pm-3m,46.010,0
726,YIr,Pm-3m,40.246,0
727,KCl,Pm-3m,54.689,5.123
728,MnS,F-43m,44.048,0
729,Si,P63/mmc,28.650,0
730,PuRu,Pm-3m,38.529,0
731,MnAl,P4/mmm,26.348,0
732,BaZn,Pm-3m,68.418,0
733,ZrIr,Pm-3m,36.320,0
734,NiO,Fm-3m,18.065,2.627
735,NiPt,P4/mmm,26.706,0
736,TbRh,Pm-3m,40.452,0
737,Ag,P63/mmc,35.166,0
738,LaAg,Pm-3m,55.481,0
739,ZnPd,P4/mmm,28.765,0
740,CdAg,Pm-3m,38.163,0
741,LaBi,Fm-3m,72.210,0
742,BiO,R3m,41.801,0
743,NpSe,Fm-3m,48.511,0
744,NpTe,Fm-3m,59.976,0
745,NaH,Pm-3m,23.848,1.313
746,EuCd,Pm-3m,57.966,0
747,UP,Fm-3m,42.737,0
748,InSb,Pm-3m,54.157,0
749,NbN,F-43m,27.174,0
750,GdSb,Fm-3m,60.933,0
751,GdSb,Fm-3m,60.993,0
752,Yb,P63/mmc,74.277,0
753,TiC,Fm-3m,20.312,0
754,CrC,Fm-3m,17.177,0
755,OsN,F-43m,24.086,0
756,SmAs,Fm-3m,52.784,0
757,EuZn,Pm-3m,51.518,0
758,GeSb,Fm-3m,49.671,0
759,ErCu,Pm-3m,40.150,0
760,GdAl,Pm-3m,47.972,0
761,DyCu,Pm-3m,40.931,0
762,ScRh,Pm-3m,33.252,0
763,MgTe,Fm-3m,53.187,0.596
764,InPd,Pm-3m,35.529,0
765,BaS,Fm-3m,66.889,2.249
766,RuC,F-43m,23.859,0.696
767,AlAs,F-43m,47.063,1.627
768,CeAg,Pm-3m,54.678,0
769,DyPd,Pm-3m,42.650,0
770,DyMg,Pm-3m,54.120,0
771,ZnAg,Pm-3m,32.126,0
772,HoCu,Pm-3m,40.945,0
773,PrN,Pm-3m,31.107,0
774,ZrRh,Pm-3m,35.669,0
775,ErN,Pm-3m,25.596,0
776,WN,F-43m,25.357,0
777,TeAs,Fm-3m,52.197,0
778,BeCu,Pm-3m,19.309,0
779,LaZn,Pm-3m,52.819,0
780,TlF,Fmmm,41.866,2.222
781,CuI,F-43m,56.745,1.195
782,ThGe,Fm-3m,56.190,0
783,MnN,I4/mmm,17.150,0
784,GdSb,Fm-3m,60.994,0
785,InSb,Fm-3m,57.215,0
786,TmN,Fm-3m,27.487,0.368
787,HgTe,Pm-3m,53.515,0
788,RbH,Fm-3m,52.414,2.953
789,YAl,Pm-3m,46.714,0
790,SmRh,Pm-3m,42.622,0
791,LiRh,P-6m2,26.647,0
792,SeS,Fm-3m,39.692,0
793,YAs,Fm-3m,49.386,0
794,GdTe,Fm-3m,59.650,0
795,CeAg,P4/mmm,54.420,0
796,NiHg,P4/mmm,31.360,0
797,SrSi,P4/mmm,54.557,0
798,EuTe,Pm-3m,62.541,0.217
799,Na,P63/mmc,66.827,0
800,MnS,Fm-3m,32.914,0
801,GaP,F-43m,41.329,1.754
802,VRu,P4/mmm,26.903,0
803,ThAs,Pm-3m,48.700,0
804,NaCl,Pm-3m,41.523,4.237
805,Sc,I4/mmm,23.828,0
806,PuSe,Fm-3m,50.556,0
807,NpAs,Fm-3m,49.021,0
808,NpAs,Pm-3m,42.639,0
809,TiRh,P4/mmm,29.623,0
810,BeRh,Pm-3m,21.577,0
811,LiS,Fm-3m,30.728,0
812,AlSn,P-6m2,48.662,0
813,InRh,Pm-3m,33.679,0
814,ZrTe,P-6m2,48.684,0
815,PrIn,Pm-3m,59.421,0
816,SmS,Fm-3m,45.395,0
817,ZrN,F-43m,30.657,0
818,YbP,Fm-3m,48.573,0
819,SmN,Fm-3m,32.180,0
820,GaSb,F-43m,59.600,0.366
821,EuIn,P4/mmm,59.933,0
822,LaMg,Pm-3m,61.908,0
823,TmRh,Pm-3m,38.294,0
824,PrN,P-6m2,34.381,0
825,BePd,Pm-3m,22.402,0
826,ZnCu,Pm-3m,25.635,0
827,LiAg,Pm-3m,31.488,0
828,TiBe,Pm-3m,25.043,0
829,ScRu,Pm-3m,32.760,0
830,CsI,Pm-3m,101.476,3.857
831,ScZn,Pm-3m,37.293,0
832,EuN,Fm-3m,32.633,0
833,TbAg,Pm-3m,48.084,0
834,NpSb,Fm-3m,60.039,0
835,ZrO,Fm-3m,24.297,0
836,ThSb,Fm-3m,64.720,0
837,PuAs,Pm-3m,43.849,0
838,GdS,Fm-3m,43.449,0
839,ZrAs,Fm-3m,41.024,0
840,InNi,Pm-3m,31.153,0
841,EuCu,Pm-3m,45.815,0
842,BaTe,Pm-3m,77.055,0.894
843,VRh,P4/mmm,27.046,0
844,YRh,Pm-3m,40.344,0
845,CdPd,P4/mmm,34.530,0
846,GdHg,Pm-3m,52.144,0
847,Pa,Fm-3m,25.384,0
848,LaC,P-6m2,39.018,0
849,GaAs,Imm2,38.262,0
850,SmSb,Fm-3m,63.008,0
851,CeSe,Fm-3m,56.234,0
852,YbGa,P4/mmm,45.275,0
853,VPt,P4/mmm,28.224,0
854,SrCd,Pm-3m,64.908,0
855,InTe,Fm-3m,61.007,0
856,TiRu,Pm-3m,28.924,0
857,TbAg,P4/mmm,47.891,0
858,VB2,P6/mmm,23.441,0
859,TcN,P-6m2,19.858,0
860,SmIn,Pm-3m,55.831,0
861,VRu,Pm-3m,26.911,0
862,VCl2,P-3m1,66.881,1.198
863,SmBi,Fm-3m,65.878,0
864,GaAs,F-43m,47.212,0.574
865,DyTh,Pm-3m,63.687,0
866,TiIr,Pm-3m,30.056,0
867,KS,Fm-3m,66.732,0
868,PtO,Fm-3m,24.311,0
869,SmP,Fm-3m,49.075,0
870,ZnPt,P4/mmm,29.129,0
871,FeNi,P4/mmm,22.368,0
872,ZrRu,Pm-3m,35.110,0
873,LiPb,Pm-3m,44.401,0
874,LiPb,R-3m,44.054,0
875,LiPd,Pm-3m,26.463,0
876,SmSe,Fm-3m,51.094,0
877,InSb,Pmm2,56.902,0
878,PrCd,P4/mmm,57.191,0
879,KH,Fm-3m,43.472,3.656
880,TiNi,Pm-3m,26.943,0
881,TaRu,P4/mmm,31.975,0
882,MgSc,Pm-3m,45.666,0
883,YbIn,Pm-3m,55.261,0
884,SrLiP,P-6m2,66.672,0.950
885,TlF,I4/mmm,41.266,2.089
886,AlAu,Pm-3m,33.461,0
887,ThAs,Fm-3m,54.382,0
888,TcN,F-43m,23.963,0
889,GdIn,P4/mmm,53.800,0
890,LaTl,Pm-3m,62.163,0
891,TmIn,Pm-3m,51.256,0
892,ScAg,Pm-3m,40.030,0
893,SmTl,Pm-3m,56.564,0
894,ErHg,Pm-3m,49.316,0
895,LaCd,P4/mmm,59.702,0
896,NdAg,Pm-3m,52.037,0
897,FeO,R-3m,20.238,1.259
898,PmN,Fm-3m,32.932,0
899,CeBi,Pm-3m,65.215,0
900,PuAs,Fm-3m,49.476,0
901,LaAs,P4/mmm,51.335,0
902,GdTh,Pm-3m,64.586,0
903,PrAg,Pm-3m,53.153,0
904,FePd,P4/mmm,27.469,0
905,SmAg,Pm-3m,50.338,0
906,LiPd,P-6m2,27.800,0
907,PuC,Fm-3m,30.769,0
908,MnPd,P4/mmm,30.063,0
909,TiB2,P6/mmm,25.599,0
910,TmPPt,P-6m2,55.780,0
911,DyN,Fm-3m,29.242,0
912,Fe,P63/mmc,20.045,0
913,NaS,Fm-3m,46.160,0
914,MoP,P-6m2,29.073,0
915,Sr,Imma,106.821,0
916,MnNi,P4/mmm,24.031,0
917,LiPt,P-6m2,27.730,0
918,ZrCl2,R3m,65.616,1.060
919,PaC,Fm-3m,32.782,0
920,TcN,Fm-3m,20.030,0
921,PrSb,P4/mmm,59.124,0
922,MnRh,P4/mmm,27.483,0
923,ZrB2,P6/mmm,30.952,0
924,AuCN,P6mm,49.710,1.063
925,FeSi2,P4/mmm,37.360,0
926,MnPt,P4/mmm,29.966,0
927,YN,Pm-3m,26.719,0
928,TbGa2,P6/mmm,62.670,0
929,ZrB,Fm-3m,29.535,0
930,PuTe,Pm-3m,54.744,0
931,P,Imma,31.604,0
932,CeAl,Pm-3m,54.550,0
933,HgSe,Fm-3m,48.254,0
934,AlCr2,I4/mmm,37.588,0
935,UAs,Fm-3m,48.317,0
936,Li2Pt,P6/mmm,39.885,0
937,TaB2,P6/mmm,27.610,0
938,Si2Ni,Fm-3m,39.950,0
939,BaLiP,P-6m2,75.719,0.950
940,YIn,Pm-3m,55.144,0
941,SmTl,P4/mmm,56.276,0
942,Hg2Rh,P4/mmm,64.485,0
943,PaAs,Fm-3m,48.594,0
944,CdTe,Pmm2,58.316,0
945,NdBi,Fm-3m,68.099,0
946,HgS,Fm-3m,43.233,0
947,ErN,Fm-3m,28.115,0.364
948,NbB2,P6/mmm,27.987,0
949,AlFe,Pm-3m,23.584,0
950,YbAu2,I4/mmm,61.093,0
951,NdSb,P4/mmm,57.902,0
952,ReC,Fm-3m,20.626,0
953,NaAs,P4/mmm,40.041,0
954,HfB,Fm-3m,28.227,0
955,ThP,Fm-3m,50.187,0
956,RhC,Fm-3m,20.585,0
957,ErS,Fm-3m,40.590,0
958,YbSb,Fm-3m,64.510,0
959,NbN,P-6m2,21.961,0
960,YSe,Fm-3m,47.945,0
961,AgCN,R3m,54.443,3.218
962,BaAu2,P6/mmm,84.734,0
963,MnB2,P6/mmm,22.612,0
964,Mg2Pb,Fm-3m,81.265,0
965,CrB2,P6/mmm,22.928,0
966,Mg2Si,Fm-3m,64.190,0.281
967,MgB2,P6/mmm,28.602,0
968,UO,Fm-3m,32.925,0
969,HfB2,P6/mmm,29.802,0
970,InN,Fm-3m,25.611,0.331
971,H,I4/mmm,12.849,7.225
972,YbI2,P-3m1,123.758,3.824
973,LiZnN,F-43m,29.318,0.821
974,Ti2Re,P-3m1,46.706,0
975,InN,F-43m,31.724,0.300
976,TbPPt,P-6m2,57.873,0
977,USb,Fm-3m,59.404,0
978,Ti2Rh,I4/mmm,45.730,0
979,Mg2Sn,Fm-3m,78.155,0
980,ScB2,P6/mmm,30.027,0
981,TiF2,Fm-3m,32.612,0.747
982,ThH2,Fm-3m,40.299,0
983,Cu2S,Fm-3m,43.047,0
984,SnO2,Fm-3m,32.881,0.623
985,CIN,R3m,80.508,4.343
986,CrSi2,I4/mmm,35.728,0
987,TmS,Fm-3m,39.891,0
988,TlC,Fm-3m,31.544,0
989,DyGa2,P6/mmm,62.806,0
990,YbB2,P6/mmm,35.717,0
991,AlB2,P6/mmm,25.555,0
992,HoBiPt,F-43m,75.289,0
993,LaAg,P4/mmm,55.009,0
994,YN,F-43m,36.399,2.422
995,O,R-3m,18.866,0
996,Hf2Hg,I4/mmm,64.939,0
997,MnCl2,R-3m,69.160,1.807
998,TlBi2,P6/mmm,94.742,0
999,TmB2,P6/mmm,34.605,0
1000,B2Mo,P6/mmm,26.497,0
1001,K,I41/amd,148.432,0
1002,CeTe,Fm-3m,67.355,0
1003,ThSiAu,P-6m2,67.312,0
1004,GdBiPt,F-43m,77.004,0
1005,HoAu2,I4/mmm,61.705,0
1006,TbB2,P6/mmm,36.805,0
1007,LiMgAs,F-43m,58.838,1.610
1008,ScSbPd,F-43m,64.267,0.649
1009,MgHg2,I4/mmm,65.698,0
1010,Ga2Cu,P4/mmm,47.007,0
1011,YB2,P6/mmm,36.307,0
1012,SmTe,Fm-3m,61.850,0
1013,YbSi2,P6/mmm,59.831,0
1014,Sn2Ir,Fm-3m,66.045,0
1015,PrO,Fm-3m,32.368,0
1016,SmO,Fm-3m,30.081,0
1017,Te2Rh,P-3m1,73.923,0
1018,CeC,Fm-3m,39.929,0
1019,BaLiAs,P-6m2,81.679,0.951
1020,ScSi2,P6/mmm,50.949,0
1021,ScAu2,I4/mmm,54.997,0
1022,Si2Ru,Fm-3m,45.935,0
1023,CaF2,R-3m,37.933,7.857
1024,NaI,Fm-3m,66.387,3.764
1025,UBi,Pm-3m,55.639,0
1026,HfSe2,P-3m1,76.402,0.591
1027,AlTc2,I4/mmm,42.561,0
1028,CaF2,Fm-3m,38.866,7.800
1029,CrH2,Fm-3m,16.897,0
1030,CdF2,Fm-3m,38.383,3.306
1031,Al2Cu,P4/mmm,48.294,0
1032,CaHg2,P6/mmm,75.439,0
1033,ZrO2,Fm-3m,33.346,3.344
1034,CaGa2,P6/mmm,69.196,0
1035,BePd2,I4/mmm,37.631,0
1036,PrN,P4/mmm,31.110,0
1037,PuS,Fm-3m,43.665,0
1038,USi2,P6/mmm,53.612,0
1039,MnTePd,F-43m,63.150,0
1040,LiHPd,P4/mmm,35.801,0
1041,LiZnAs,F-43m,52.370,1.023
1042,MgAgAs,F-43m,61.434,0
1043,PbI2,P-3m1,130.863,2.368
1044,DySi2,P6/mmm,57.254,0
1045,CeBi,P4/mmm,63.647,0
1046,YPPt,P-6m2,57.843,0
1047,HfSnPd,F-43m,63.701,0.602
1048,He,P63/mmc,19.191,18.407
1049,ReSi2,I4/mmm,39.935,0
1050,YAu2,I4/mmm,62.524,0
1051,NaHg2,P6/mmm,75.558,0
1052,LiInSn,F-43m,76.440,0
1053,K2S,Fm-3m,102.320,2.438
1054,Si2Ru,P4/mmm,43.732,0
1055,NpC,Fm-3m,30.418,0
1056,CaBiAu,F-43m,83.323,0
1057,DyBi,Fm-3m,62.424,0
1058,Hg2Pt,P4/mmm,67.165,0
1059,GdGa2,P6/mmm,63.966,0
1060,HoSi2,P6/mmm,56.743,0
1061,Ga2Au,Fm-3m,58.673,0
1062,SiPt2,I4/mmm,47.362,0
1063,CeBi,Fm-3m,71.244,0
1064,TbAg2,I4/mmm,64.186,0
1065,TmAu2,I4/mmm,60.400,0
1066,GdBiPd,F-43m,76.275,0.221
1067,ScSnPt,F-43m,67.244,0
1068,TmSbPt,F-43m,69.992,0.267
1069,KZnAs,P-6m2,80.759,0.411
1070,BaSn2,P-3m1,107.231,0
1071,ThSi2,P6/mmm,61.519,0
1072,Na,R-3m,99.903,0
1073,Hf2Zn,I4/mmm,59.293,0
1074,Zr2Ag,I4/mmm,64.025,0
1075,SrHg2,P6/mmm,84.960,0
1076,VTe2,P-3m1,77.968,0
1077,MnCuSb,F-43m,55.641,0
1078,ErBi,Fm-3m,61.130,0
1079,SmPPt,P-6m2,60.150,0
1080,BiTeI,P3m1,119.434,1.334
1081,Hf2Au,I4/mmm,61.150,0
1082,Tb2Mg,I4/mmm,87.251,0
1083,Li2Se,Fm-3m,52.584,3.305
1084,Hf2Cd,I4/mmm,65.142,0
1085,Si2W,I4/mmm,40.998,0
1086,ErAu2,I4/mmm,60.985,0
1087,LiSbAu,F-43m,65.904,0
1088,DyPbAu,F-43m,78.784,0
1089,ScSbPt,F-43m,64.393,0.869
1090,TbSbPt,F-43m,72.150,0.372
1091,Sc,P4/mmm,25.050,0
1092,KZnSb,P-6m2,96.229,0.684
1093,B2W,P6/mmm,26.658,0
1094,ScNiBi,F-43m,61.149,0.438
1095,MoS2,R-3m,54.927,0
1096,ZrAu2,I4/mmm,56.385,0
1097,BaSi2,P6/mmm,76.444,0
1098,HoGa2,P6/mmm,62.634,0
1099,Er2Mg,I4/mmm,83.833,0
1100,Te2Ir,P-3m1,74.086,0
1101,Ti2Zn,I4/mmm,48.377,0
1102,SmB2,P6/mmm,38.496,0
1103,HoCd2,P6/mmm,71.950,0
1104,TmAg2,I4/mmm,61.606,0
1105,MnTe,Fm-3m,46.846,0
1106,CrO,Fm-3m,21.318,0
1107,CsF,Fm-3m,51.448,5.709
1108,HoBiPd,F-43m,74.495,0
1109,Si2Mo,I4/mmm,40.740,0
1110,LuB2,P6/mmm,33.682,0
1111,ThAu2,P6/mmm,69.383,0
1112,HfS2,P-3m1,69.657,1.349
1113,TaS2,R-3m,60.105,0
1114,HoHg2,P6/mmm,70.835,0
1115,SnSe2,P-3m1,82.109,0.759
1116,V2H,C2/m,28.420,0
1117,Al2Os,I4/mmm,42.174,0.418
1118,GeTe,R3m,56.033,0.752
1119,DyBiPd,F-43m,74.797,0.245
1120,ThSnPt,F-43m,79.163,0.953
1121,DyAu2,I4/mmm,62.111,0
1122,DyC2,I4/mmm,41.607,0
1123,TiSe2,C2/m,65.850,0
1124,ZnBr2,R-3m,81.254,3.244
1125,EuSi2,Cmmm,63.822,0
1126,NbAu2,P6/mmm,52.181,0
1127,CdI2,P-3m1,110.648,2.438
1128,YbZn,Fm-3m,54.827,0
1129,LaHg2,P6/mmm,78.791,0
1130,GdPbAu,F-43m,80.219,0
1131,VNiSb,F-43m,50.612,0
1132,DyHg2,P6/mmm,71.271,0
1133,Hg,P6/mmm,76.816,0
1134,YbHg2,C2/m,73.811,0
1135,PdO,Fm-3m,22.981,0
1136,Al2Ru,I4/mmm,42.141,0
1137,YbBiPd,F-43m,76.156,0
1138,ScCu2,I4/mmm,45.057,0
1139,TbSi2,P6/mmm,57.833,0
1140,ErCd2,P6/mmm,71.244,0
1141,K2O,Fm-3m,64.794,1.942
1142,Be2Zn,Fmmm,31.603,0
1143,YHg2,P6/mmm,71.605,0
1144,MnBr2,R-3m,83.070,1.627
1145,GdNiBi,F-43m,68.952,0.361
1146,SrN2,I4/mmm,44.914,0
1147,SrO2,I4/mmm,41.167,3.152
1148,ThAl2,P6/mmm,70.382,0
1149,NbS2,R3m,58.328,0
1150,FeCl2,R-3m,63.155,0
1151,GdAg2,I4/mmm,65.196,0
1152,LuNiBi,F-43m,65.380,0.277
1153,HoNiBi,F-43m,67.252,0.261
1154,UN2,Fm-3m,36.342,1.044
1155,ErPbAu,F-43m,77.636,0
1156,TaSe2,P-3m1,68.111,0
1157,PbI2,R-3m,130.989,2.389
1158,Ba2N,R-3m,104.813,0
1159,TiNiSb,F-43m,52.095,0
1160,Zr2Au,I4/mmm,63.603,0
1161,NiBr2,R-3m,73.347,0.615
1162,ErSi2,P6/mmm,55.962,0
1163,PIr2,Fm-3m,43.675,0
1164,NpBi,Fm-3m,64.745,0
1165,BaLiSi,P-6m2,82.273,0
1166,Na2Te,Fm-3m,94.827,2.357
1167,TmNiBi,F-43m,65.812,0.272
1168,Mn2Au,I4/mmm,45.870,0
1169,ThCu2,P6/mmm,57.205,0
1170,YGa2,P6/mmm,62.807,0
1171,Nb2C,P-3m1,42.807,0
1172,U2Ti,P6/mmm,55.025,0
1173,MnSbIr,F-43m,56.860,0
1174,TmSi2,P6/mmm,55.654,0
1175,ErHg2,P6/mmm,70.002,0
1176,MoSe2,R3m,63.451,1.163
1177,Na2S,Fm-3m,69.636,2.628
1178,ScH2,Fm-3m,26.446,0
1179,LuSnAu,F-43m,72.914,0
1180,SmGa2,P6/mmm,65.598,0
1181,Ti2Pd,I4/mmm,47.826,0
1182,ThAg2,P6/mmm,68.552,0
1183,UGa2,P6/mmm,61.659,0
1184,PtSe2,P-3m1,63.426,0
1185,NdGa2,P6/mmm,67.716,0
1186,Th,I4/mmm,32.121,0
1187,Pr,I4/mmm,35.587,0
1188,NbSe2,P-3m1,68.520,0
1189,HoSnAu,F-43m,75.077,0.250
1190,TbC2,I4/mmm,42.375,0
1191,K2Se,Fm-3m,115.441,2.303
1192,Sr,I41/amd,107.998,0
1193,MnSnPt,F-43m,59.861,0
1194,DyCd2,P6/mmm,72.100,0
1195,HoNiSb,F-43m,63.347,0.391
1196,Te,C2/m,97.636,0
1197,MnAu2,I4/mmm,50.594,0
1198,MgCl2,R-3m,68.504,5.632
1199,V2H,Cm,28.478,0
1200,H2Se,Fm-3m,28.575,0
1201,BaSbPt,P-6m2,89.964,0
1202,TiBr2,P-3m1,76.851,0
1203,SrSbPt,P-6m2,81.222,0
1204,Li2Te,Fm-3m,66.599,2.611
1205,Rb,I41/amd,187.016,0
1206,UC2,I4/mmm,36.778,0
1207,HoPbAu,F-43m,78.252,0
1208,VS2,P-3m1,51.202,0
1209,Li2O,Fm-3m,24.209,5.091
1210,VSbRu,F-43m,54.797,0.267
1211,Ni2H,P3m1,23.364,0
1212,K2Te,Fm-3m,139.341,2.398
1213,Sn2Pt,Fm-3m,69.338,0
1214,Al2Pt,Fm-3m,52.419,0
1215,CaSi2,P-3m1,64.454,0
1216,PuB,Fm-3m,34.227,0
1217,NpB2,Cmmm,32.095,0
1218,LuSi2,P6/mmm,54.865,0
1219,CrSe2,P-3m1,61.055,0
1220,LuH2,Fm-3m,31.015,0
1221,Hf2Pd,I4/mmm,58.364,0
1222,Sr2N,R-3m,87.663,0
1223,LiAlGe,F-43m,53.612,0
1224,BaSi2,P-3m1,77.140,0
1225,HoH2,Fm-3m,33.639,0
1226,UAu2,P6/mmm,62.040,0
1227,CuCl2,C2/m,65.348,0
1228,Zr2Zn,I4/mmm,61.405,0
1229,ThCd2,P6/mmm,76.107,0
1230,VBr2,P-3m1,77.148,1.044
1231,TbPbAu,F-43m,79.417,0
1232,O,C2/m,18.506,0
1233,TmC2,I4/mmm,39.446,0
1234,ErC2,I4/mmm,40.074,0
1235,ThPb,P4/mmm,60.714,0
1236,TiH2,I4/mmm,21.187,0
1237,SmNiAs,P-6m2,57.826,0
1238,EuHg2,P6/mmm,77.984,0
1239,Be2B,Fm-3m,23.824,0
1240,TiTe2,C2/m,81.161,0
1241,Cu2Se,Fm-3m,47.850,0
1242,Tb2C,R-3m,69.614,0
1243,HfTe2,P-3m1,94.099,0
1244,LiMgBi,F-43m,78.276,0.795
1245,YHSe,P-6m2,49.865,1.768
1246,TaSe2,R-3m,69.275,0
1247,ScSnAu,F-43m,68.274,0.431
1248,TiS2,C2/m,85.925,0
1249,AgB2,P6/mmm,32.122,0
1250,NbH2,Fm-3m,23.509,0
1251,Rb,I4/mmm,88.720,0
1252,CaSi2,P6/mmm,61.608,0
1253,ErSb2,C222,85.273,0
1254,CaAlSi,P-6m2,66.801,0
1255,BiTeI,P3m1,116.657,1.337
1256,UO2,Fm-3m,41.086,0
1257,BaO2,I4/mmm,49.301,2.349
1258,Na2O,Fm-3m,41.806,2.219
1259,VPd2,Immm,42.833,0
1260,PuO2,Fm-3m,39.514,0
1261,CdHg2,I4/mmm,73.414,0
1262,TmSnAu,F-43m,73.932,0
1263,In2Bi,P6/mmm,85.748,0
1264,AlRe2,I4/mmm,43.331,0
1265,VI2,P-3m1,98.367,0.925
1266,HfSbRu,F-43m,62.765,0
1267,Cd2Hg,I4/mmm,69.081,0
1268,PtS2,P-3m1,56.860,0.644
1269,TbAu2,I4/mmm,63.010,0
1270,SrGe2,P-3m1,77.472,0
1271,NbS2,Amm2,113.700,0
1272,GdNiSb,F-43m,64.651,0.357
1273,ZrS2,P-3m1,69.612,1.077
1274,BaGa2,P6/mmm,87.815,0
1275,MgCl2,P-3m1,68.470,5.607
1276,EuZnGe,Amm2,69.027,0
1277,TiSnPt,F-43m,59.874,0.850
1278,Li,R-3m,54.574,0
1279,OsC2,P-6m2,28.582,0
1280,SrGa2,P6/mmm,77.950,0
1281,TiSbRu,F-43m,57.966,0
1282,MgH2,Fm-3m,25.586,0
1283,TiS2,Cmmm,46.650,0
1284,LaC2,I4/mmm,50.893,0
1285,HoSb2,C222,85.153,0
1286,TbH2,Fm-3m,35.175,0
1287,MgBr2,P-3m1,85.099,4.627
1288,Fe2C,Cmmm,30.455,0
1289,Al2Pd,Fm-3m,52.095,0
1290,Te2Pd,P-3m1,74.856,0
1291,Tb,R-3m,95.379,0
1292,TiH2,Fm-3m,21.217,0
1293,LiGaSi,F-43m,50.483,0.404
1294,SrF2,Fm-3m,46.708,7.434
1295,SrCl2,Fm-3m,85.754,5.526
1296,TmH2,Fm-3m,32.205,0
1297,PRh2,Fm-3m,42.901,0
1298,Ge2W,I4/mmm,46.339,0
1299,YbH2,Fm-3m,37.908,0
1300,CaSi2,R-3m,67.535,0
1301,Be2C,Fm-3m,20.221,1.413
1302,SrAlSi,P-6m2,74.830,0
1303,MgCuSb,F-43m,60.223,0
1304,HfBe2,P6/mmm,39.438,0
1305,YH2,Fm-3m,34.703,0
1306,MgSnAu,F-43m,68.292,0
1307,LiO2,Fm-3m,23.327,0
1308,Ho,R-3m,91.867,0
1309,PaO2,Fm-3m,41.491,0
1310,EuGa2,P6/mmm,73.123,0
1311,SnS2,P-3m1,72.471,1.541
1312,ZrH2,Fm-3m,27.330,0
1313,AgI,P6mm,96.532,0.575
1314,YbSbPt,F-43m,72.079,0
1315,LuC2,I4/mmm,38.251,0
1316,TaS2,Fmm2,110.528,0
1317,TaSbRu,F-43m,59.118,0.832
1318,TiPd2,Immm,46.131,0
1319,DyB2,P6/mmm,36.251,0
1320,Sm,R-3m,100.864,0
1321,TiSi2,Fmmm,42.803,0
1322,AsRh2,Fm-3m,47.012,0
1323,HoHSe,P-6m2,48.882,1.785
1324,TaH2,Fm-3m,22.995,0
1325,ThH2,I4/mmm,40.123,0
1326,Zr2Cd,I4/mmm,66.753,0
1327,BaAlSi,P-6m2,83.484,0
1328,BeAlB,F-43m,30.468,0
1329,Ba2Hg,I4/mmm,135.774,0
1330,YbC2,I4/mmm,46.082,1.124
1331,UC2,I4/mmm,36.783,0
1332,NbPt2,Immm,47.879,0
1333,ReSi2,Immm,39.976,0
1334,FeCl2,P-3m1,62.808,0
1335,SrAlGe,P-6m2,76.755,0
1336,NbSbRh,F-43m,59.986,0
1337,VH2,Fm-3m,18.300,0
1338,TaPd2,Immm,47.127,0
1339,MnSnIr,F-43m,57.471,0
1340,BeAu2,I4/mmm,43.861,0
1341,CeBiPd,F-43m,82.306,0.475
1342,CrNiSb,F-43m,50.813,0
1343,NbS2,R-3m,60.586,0
1344,ThZn2,P6/mmm,63.821,0
1345,NdHg2,C2/m,75.783,0
1346,Al2O,Fm-3m,44.257,0
1347,Ta2N,P-3m1,40.502,0
1348,LiCeSn,F-43m,78.813,0
1349,ZrSbRu,F-43m,63.987,0
1350,Ag2F,P-3m1,44.567,0
1351,Al2Au,Fm-3m,55.453,0
1352,ZrH2,I4/mmm,27.234,0
1353,UP,R-3m,42.960,0
1354,ErSbPd,F-43m,70.005,0.380
1355,MgNiBi,F-43m,60.632,0
1356,MnI2,C2/m,104.881,1.157
1357,BaAlGe,P-6m2,86.138,0
1358,Bi2Pd,I4/mmm,75.110,0
1359,Zr2Cu,I4/mmm,58.168,0
1360,PuH2,Fm-3m,37.044,0
1361,TmNiSb,F-43m,62.196,0.406
1362,Mo2C,P-6m2,39.335,0
1363,SiO2,Fm-3m,23.355,2.245
1364,ZrBe2,P6/mmm,40.934,0
1365,LaC2,I4/mmm,50.798,0
1366,Dy2C,R-3m,68.115,0
1367,NpSb,P4/mmm,51.569,0
1368,KCN,Cm,56.662,5.010
1369,NbTe2,P-3m1,83.207,0
1370,ThNi2,P6/mmm,54.583,0
1371,CuBr2,C2/m,79.161,0
1372,Te2Au,C2/m,80.026,0
1373,PbF2,Fm-3m,50.283,4.418
1374,NdBiPd,F-43m,79.823,0.347
1375,TbO2,Fm-3m,39.488,0
1376,NiI2,R-3m,88.724,0.186
1377,AlAu2,I4/mmm,50.506,0
1378,YC2,I4/mmm,41.860,0
1379,DyAg2,I4/mmm,63.464,0
1380,NpSb,P4/mmm,50.913,0
1381,DySb2,C222,85.247,0
1382,CeGa2,P6/mmm,70.413,0
1383,SiCN,F-43m,26.499,0
1384,Rb2Se,Fm-3m,132.066,1.964
1385,Ti2Cu,I4/mmm,45.689,0
1386,PrH2,Fm-3m,42.037,0
